INFO  2024-06-14 11:35:52,146 [AppLog] 账号密码正确，登陆成功
INFO  2024-06-14 11:36:02,489 [AppLog] PLC循环连接失败，检查网线或者PLC是否有故障
INFO  2024-06-14 11:36:02,513 [AppLog] 连接PLC主界面失败
INFO  2024-06-14 11:36:02,529 [AppLog] 连接PLC自动报警界面失败
INFO  2024-06-14 11:37:21,163 [AppLog] 连接PLC单轴M15200界面失败
INFO  2024-06-14 11:37:21,166 [AppLog] 自动报警页面窗体关闭
INFO  2024-06-14 11:38:09,532 [AppLog] 连接PLC手动拍照界面失败
INFO  2024-06-14 11:38:09,533 [AppLog] 单轴控制页面窗体关闭
INFO  2024-06-14 11:38:31,483 [AppLog] 主窗体关闭
